// DAFJSP014... pero DRC con  hecho_DRC_DAFJS014_wDAFJS02_wDAFJS06m5_w5_69op.txt
//        Ntaks, nMachs, nWORKERs
Params = 	<69, 5,  5>;

precedences ={
<	1	,	2	,	0	>,
<33 , 11 , 3, 11, 25>,
<34 , 11 , 4, 11, 29>,
<35 , 12 , 1, 12, 98>,
<36 , 12 , 4, 12, 98>,
<37 , 12 , 5, 12, 98>,
<38 , 13 , 4, 13, 78>,
<39 , 13 , 5, 13, 72>,
<40 , 14 , 1, 14, 89>,
<41 , 14 , 2, 14, 84>,
<42 , 14 , 4, 14, 89>,
<43 , 14 , 5, 14, 88>,
<44 , 15 , 1, 15, 95>,
<45 , 15 , 3, 15, 84>,
<46 , 15 , 4, 15, 83>,
<47 , 15 , 5, 15, 65>,
<48 , 16 , 1, 16, 93>,
<49 , 16 , 2, 16, 93>,
<50 , 17 , 1, 17, 86>,
<51 , 17 , 3, 17, 86>,
<52 , 17 , 4, 17, 95>,
<53 , 18 , 3, 18, 81>,
<54 , 18 , 5, 18, 45>,
<55 , 19 , 1, 19, 90>,
<56 , 19 , 4, 19, 93>,
<57 , 19 , 5, 19, 75>,
<58 , 20 , 1, 20, 91>,
<59 , 20 , 3, 20, 47>,
<60 , 21 , 2, 21, 48>,
<61 , 21 , 4, 21, 78>,
<62 , 21 , 5, 21, 68>,
<63 , 22 , 3, 22, 84>,
<64 , 22 , 5, 22, 73>,
<65 , 23 , 2, 23, 7>,
<66 , 23 , 3, 23, 8>,
<67 , 23 , 4, 23, 15>,
<68 , 24 , 1, 24, 96>,
<69 , 24 , 3, 24, 66>,
<70 , 24 , 5, 24, 91>,
<71 , 25 , 1, 25, 95>,
<72 , 25 , 3, 25, 79>,
<73 , 25 , 4, 25, 58>,
<74 , 25 , 5, 25, 37>,
<75 , 26 , 1, 26, 19>,
<76 , 26 , 2, 26, 44>,
<77 , 26 , 3, 26, 48>,
<78 , 26 , 5, 26, 34>,
<79 , 27 , 1, 27, 5>,
<80 , 27 , 2, 27, 2>,
<81 , 27 , 4, 27, 3>,
<82 , 27 , 5, 27, 2>,
<83 , 28 , 1, 28, 74>,
<84 , 28 , 4, 28, 66>,
<85 , 28 , 5, 28, 76>,
<86 , 29 , 1, 29, 53>,
<87 , 29 , 2, 29, 35>,
<88 , 29 , 3, 29, 19>,
<89 , 29 , 4, 29, 31>,
<90 , 30 , 1, 30, 30>,
<91 , 30 , 2, 30, 27>,
<92 , 30 , 4, 30, 66>,
<93 , 30 , 5, 30, 52>,
<94 , 31 , 1, 31, 21>,
<95 , 31 , 2, 31, 21>,
<96 , 31 , 4, 31, 7>,
<97 , 32 , 3, 32, 91>,
<98 , 32 , 4, 32, 56>,
<99 , 33 , 1, 33, 60>,
<100 , 33 , 5, 33, 61>,
<101 , 34 , 2, 34, 36>,
<102 , 34 , 5, 34, 99>,
<103 , 35 , 1, 35, 48>,
<104 , 35 , 2, 35, 37>,
<105 , 35 , 3, 35, 20>,
<106 , 35 , 4, 35, 44>,
<107 , 36 , 1, 36, 32>,
<108 , 36 , 5, 36, 59>,
<109 , 37 , 3, 37, 21>,
<110 , 37 , 4, 37, 56>,
<111 , 38 , 1, 38, 92>,
<112 , 38 , 2, 38, 98>,
<113 , 38 , 3, 38, 82>,
<114 , 38 , 5, 38, 81>,
<115 , 39 , 2, 39, 94>,
<116 , 39 , 3, 39, 79>,
<117 , 39 , 4, 39, 89>,
<118 , 39 , 5, 39, 71>,
<119 , 40 , 2, 40, 16>,
<120 , 40 , 5, 40, 19>,
<121 , 41 , 1, 41, 99>,
<122 , 41 , 2, 41, 88>,
<123 , 41 , 3, 41, 87>,
<124 , 41 , 4, 41, 86>,
<125 , 42 , 2, 42, 97>,
<126 , 42 , 3, 42, 75>,
<127 , 42 , 4, 42, 97>,
<128 , 43 , 1, 43, 70>,
<129 , 43 , 2, 43, 79>,
<130 , 43 , 5, 43, 99>,
<131 , 44 , 1, 44, 58>,
<132 , 44 , 3, 44, 70>,
<133 , 44 , 4, 44, 53>,
<134 , 44 , 5, 44, 80>,
<135 , 45 , 2, 45, 95>,
<136 , 45 , 4, 45, 76>,
<137 , 46 , 1, 46, 72>,
<138 , 46 , 2, 46, 72>,
<139 , 46 , 5, 46, 72>,
<140 , 47 , 1, 47, 44>,
<141 , 47 , 4, 47, 64>,
<142 , 48 , 1, 48, 13>,
<143 , 48 , 3, 48, 27>,
<144 , 48 , 5, 48, 21>,
<145 , 49 , 1, 49, 87>,
<146 , 49 , 3, 49, 87>,
<147 , 49 , 4, 49, 96>,
<148 , 50 , 2, 50, 53>,
<149 , 50 , 3, 50, 73>,
<150 , 51 , 1, 51, 72>,
<151 , 51 , 3, 51, 49>,
<152 , 51 , 4, 51, 74>,
<153 , 51 , 5, 51, 85>,
<154 , 52 , 2, 52, 75>,
<155 , 52 , 3, 52, 51>,
<156 , 52 , 4, 52, 70>,
<157 , 52 , 5, 52, 51>,
<158 , 53 , 1, 53, 38>,
<159 , 53 , 2, 53, 53>,
<160 , 53 , 3, 53, 83>,
<161 , 53 , 5, 53, 40>,
<162 , 54 , 1, 54, 67>,
<163 , 54 , 3, 54, 57>,
<164 , 54 , 4, 54, 82>,
<165 , 54 , 5, 54, 94>,
<166 , 55 , 4, 55, 1>,
<167 , 55 , 5, 55, 1>,
<168 , 56 , 3, 56, 90>,
<169 , 56 , 5, 56, 94>,
<170 , 57 , 3, 57, 93>,
<171 , 57 , 4, 57, 62>,
<172 , 58 , 1, 58, 87>,
<173 , 58 , 2, 58, 73>,
<174 , 58 , 4, 58, 55>,
<175 , 59 , 3, 59, 99>,
<176 , 59 , 5, 59, 77>,
<177 , 60 , 2, 60, 29>,
<178 , 60 , 5, 60, 56>,
<179 , 61 , 2, 61, 64>,
<180 , 61 , 3, 61, 79>,
<181 , 61 , 4, 61, 72>,
<182 , 61 , 5, 61, 96>,
<183 , 62 , 1, 62, 77>,
<184 , 62 , 2, 62, 95>,
<185 , 62 , 4, 62, 69>,
<186 , 62 , 5, 62, 52>,
<187 , 63 , 1, 63, 29>,
<188 , 63 , 5, 63, 69>,
<189 , 64 , 1, 64, 28>,
<190 , 64 , 4, 64, 56>,
<191 , 65 , 2, 65, 10>,
<192 , 65 , 3, 65, 27>,
<193 , 65 , 4, 65, 10>,
<194 , 65 , 5, 65, 27>,
<195 , 66 , 2, 66, 93>,
<196 , 66 , 4, 66, 63>,
<197 , 67 , 3, 67, 47>,
<198 , 67 , 4, 67, 89>,
<199 , 68 , 1, 68, 64>,
<200 , 68 , 4, 68, 79>,
<201 , 68 , 5, 68, 57>,
<202 , 69 , 1, 69, 39>,
<203 , 69 , 2, 69, 55>,
<204 , 69 , 3, 69, 37>,
<205 , 69 , 5, 69, 34>
};
